I1,I3,I4,I5,I6,I7,I8,I9,I10,DS,DS_perc,metric,I1_Index_1,I1_Index_2,I1_Index_3,I4_Index_1,I4_Index_2,I4_Index_3,I8_Index_1,I8_Index_2,I8_Index_3,cell_1,cell_2,cell_3
I1_sec_inc,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_birth,1328.796888392,0.07330947002698489,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_overcrowd,I5_med_satis,I6_ever_school,I7_job_employ,I8_poor32,I9_hlp_own,I10_doc_id,387.161542868,0.021359628224919425,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_own,I10_doc_id,1497.578192618,0.08262110227970973,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_ever_school,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_id,216.889232638,0.011965737456303136,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_id,241.687791602,0.013333869208390343,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_water,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_market,I9_hlp_access,I10_doc_birth,1046.757944485,0.05774943546834498,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_poor32,I9_hlp_own,I10_doc_birth,4169.588847916,0.23003541876218975,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_birth,1892.435516814,0.10440530528767365,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_water,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_id,791.522942681,0.04366816926578001,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_poor190,I9_hlp_doc,I10_doc_id,1416.004848238,0.078120716481799607,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_poor32,I9_hlp_doc,I10_doc_id,1402.273286567,0.0773631488523615,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_access,I10_doc_birth,1568.747942962,0.0865475237856971,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_birth,1248.021555938,0.06885311039430837,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_ever_school,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_birth,275.866291293,0.015219490495249885,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_water,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_birth,816.105632447,0.04502439155552667,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_doc,I10_doc_birth,363.87202810499997,0.02007475015259999,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_overcrowd,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_access,I10_doc_birth,161.09943461700001,0.008887824976555141,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_water,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_birth,818.228966378,0.04514153548213557,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_ownership,I5_med_dist,I6_educ_child,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_birth,1584.419926345,0.08741214410962769,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_ownership,I5_med_dist,I6_educ_child,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_id,1694.060551499,0.09346099641631363,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_poor32,I9_hlp_doc,I10_doc_id,1411.840502241,0.07789097031011906,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_water,I5_med_dist,I6_educ_child,I7_job_employ,I8_poor190,I9_hlp_doc,I10_doc_birth,1813.406719783,0.10004530168003152,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_poor190,I9_hlp_own,I10_doc_id,5014.871715124,0.27666951277553165,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_doc,I10_doc_birth,380.893761022,0.021013835900005832,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_overcrowd,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_account,I9_hlp_access,I10_doc_id,752.473863979,0.041513839067016674,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_water,I5_med_satis,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_access,I10_doc_id,243.293343548,0.013422447201980083,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_birth,791.604896214,0.04367269062651132,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_access,I10_doc_birth,142.942767146,0.007886125107009284,5: Classifier/regression-based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_id,289.7742275600024,0.01598678867739482,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_overcrowd,I5_med_dist,I6_educ_child,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,363.01678733449404,0.02002756668296745,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_econ_market,I9_hlp_own,I10_doc_birth,11.480776348693162,6.33392233962508e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_water,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_econ_account,I9_hlp_doc,I10_doc_birth,7.967580927482329,4.395699149308444e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_id,136.3328864447241,0.007521459253721117,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_doc,I10_doc_birth,6.240982079931,3.44313786948514e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_doc,I10_doc_birth,0.2658479349858885,1.4666779695102988e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_overcrowd,I5_med_dist,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_birth,20.15042522441741,0.0011116951032358556,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_access,I10_doc_birth,0.5081019932401232,2.8031889726324815e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_econ_market,I9_hlp_own,I10_doc_id,32.9971228634265,0.0018204449533746109,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_water,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_own,I10_doc_id,32.68867072730098,0.001803427708056241,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_water,I5_med_satis,I6_ever_school,I7_job_employ,I8_poor32,I9_hlp_own,I10_doc_birth,3.712730875888599,2.0483065187907256e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_toilet,I5_med_dist,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_birth,4.35109413921563,2.4004903094664576e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_edu_dist,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_birth,39.604941818139466,0.0021849970604994797,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_access,I10_doc_id,1.8705779991632603,1.0319943022198153e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_overcrowd,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_id,432.8677864723005,0.02388123293729219,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,231.74279304651455,0.012785205541361425,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_water,I5_med_satis,I6_edu_dist,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_birth,14.548899974147162,8.026600272002592e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_water,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_access,I10_doc_birth,2.9446979509315727,1.6245842239559656e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_water,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_id,553.4960552539642,0.03053627144009735,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_overcrowd,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_doc,I10_doc_id,11.834302783966674,6.528962197385378e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_overcrowd,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_access,I10_doc_birth,0.1627238441344619,8.977443338753467e-6,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_own,I10_doc_id,1567.1788182449766,0.08646095547535855,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_overcrowd,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_id,281.99601118026465,0.015557665968322391,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_toilet,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_own,I10_doc_birth,1.1808636038451945,6.514801903006007e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_econ_account,I9_hlp_own,I10_doc_id,322.39731250222513,0.017786598030240124,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_ever_school,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,25.504070684728564,0.0014070546986987276,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_ownership,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_poor32,I9_hlp_own,I10_doc_birth,5.043294258261156,2.782375790408925e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_access,I10_doc_birth,0.24964551704805107,1.377289539829677e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_water,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_poor190,I9_hlp_doc,I10_doc_id,138.78868580069422,0.00765694523419827,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,824.3304159859724,0.045478151289309904,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_water,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_econ_account,I9_hlp_doc,I10_doc_id,355.2525404529363,0.019599214668436123,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_toilet,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_id,13.539357335804048,7.469637530494841e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_toilet,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_account,I9_hlp_access,I10_doc_birth,3.68405820168941,2.0324878593088946e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_overcrowd,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_account,I9_hlp_own,I10_doc_id,397.65341589589354,0.02193846285193007,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_ownership,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_birth,6.53088621777301,3.603077427513049e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_poor190,I9_hlp_doc,I10_doc_id,11.235715399911472,6.198722683180702e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_id,795.3504918296433,0.043879334419793,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_water,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_access,I10_doc_id,283.6070113450654,0.01564654453910069,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_overcrowd,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_birth,3.0054899371595254,1.6581230464140167e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,130.42235828961427,0.007195376546562602,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_water,I5_med_dist,I6_edu_dist,I7_job_unemploy,I8_econ_account,I9_hlp_access,I10_doc_id,221.6562726267946,0.012228734140167194,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_overcrowd,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_econ_market,I9_hlp_own,I10_doc_id,43.06426726500295,0.002375847383356054,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_own,I10_doc_birth,23.737805649821095,0.0013096101947512875,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_job_unemploy,I8_econ_account,I9_hlp_access,I10_doc_id,119.11705768475998,0.0065716652758050775,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_own,I10_doc_id,911.6852406088217,0.05029750024575637,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_no_borrow,I4_hous_overcrowd,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_birth,2.8920390581790505,1.5955324136031676e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_birth,14.153941667524338,7.808702530111334e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_employ,I8_econ_account,I9_hlp_access,I10_doc_birth,0.6512266490168309,3.5928049594280335e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_water,I5_med_satis,I6_ever_school,I7_job_employ,I8_poor190,I9_hlp_access,I10_doc_id,2.8188050293647615,1.5551293400618588e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_ever_school,I7_job_employ,I8_poor190,I9_hlp_access,I10_doc_id,3.7790453072070553,2.084892063636333e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_water,I5_med_dist,I6_ever_school,I7_job_employ,I8_poor190,I9_hlp_doc,I10_doc_birth,0.7982300671121016,4.4038200037032126e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_rep,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_educ_child,I7_job_unemploy,I8_econ_account,I9_hlp_access,I10_doc_id,36.61833716047651,0.0020202266531136326,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_water,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_econ_market,I9_hlp_access,I10_doc_birth,0.2832208029962757,1.5625237498410648e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_ownership,I5_med_dist,I6_ever_school,I7_job_employ,I8_poor32,I9_hlp_doc,I10_doc_birth,0.7904745601525631,4.361033020232595e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_overcrowd,I5_med_dist,I6_ever_school,I7_job_unemploy,I8_econ_account,I9_hlp_doc,I10_doc_birth,0.4338644065599869,2.3936216276796357e-5,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_access,I10_doc_id,71.22695571946306,0.003929577515603696,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_own,I10_doc_birth,9.569563929274986,5.27951010551692e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_edu_dist,I7_job_employ,I8_poor190,I9_hlp_access,I10_doc_id,161.83656990644528,0.008928492589400634,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_pay_food,I4_hous_toilet,I5_med_satis,I6_ever_school,I7_job_unemploy,I8_poor32,I9_hlp_access,I10_doc_id,2.0071015861818045,1.1073141038986396e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_job_employ,I8_econ_market,I9_hlp_access,I10_doc_birth,13.512124174246352,7.454613047382378e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_pay_food,I4_hous_overcrowd,I5_med_satis,I6_edu_dist,I7_job_unemploy,I8_poor32,I9_hlp_access,I10_doc_birth,6.079641372930277,3.3541265102072365e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_overcrowd,I5_med_satis,I6_edu_dist,I7_job_employ,I8_econ_market,I9_hlp_own,I10_doc_birth,59.6096928982505,0.00328865534907312,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_pay_food,I4_hous_ownership,I5_med_satis,I6_ever_school,I7_job_employ,I8_econ_market,I9_hlp_access,I10_doc_id,2.8487067431641573,1.5716260583389835e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I3_no_borrow,I4_hous_water,I5_med_dist,I6_educ_child,I7_job_employ,I8_econ_account,I9_hlp_doc,I10_doc_birth,8.482223482489806,4.679626461981392e-4,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_day,I3_no_borrow,I4_hous_ownership,I5_med_satis,I6_edu_dist,I7_job_employ,I8_econ_market,I9_hlp_doc,I10_doc_id,443.23020380143777,0.02445292551817773,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_night,I3_no_borrow,I4_hous_water,I5_med_dist,I6_educ_child,I7_job_unemploy,I8_econ_market,I9_hlp_doc,I10_doc_id,208.06322374925645,0.011478808235035746,6: Empirical cumulative distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
